Player,PTS,AST,REB,STL,BLK
Cory Joseph,6.907999999999988,3.2519999999999993,1.9359999999999982,0.5520000000000003,0.13899999999999982
Brian Roberts,0.7999999999999985,0.3000000000000005,0.09999999999999981,0.0,0.0
Darrell Arthur,6.600000000000012,1.0,2.9000000000000004,0.7999999999999985,0.39999999999999925
Aron Baynes,6.073000000000007,0.9220000000000005,5.317999999999992,0.28600000000000037,0.4579999999999997
Kevin Seraphin,7.299999999999992,1.0,3.5,0.0,0.5
Alexis Ajinca,5.141999999999999,0.4479999999999999,3.4820000000000038,0.3000000000000005,0.4440000000000006
Anthony Tolliver,4.284000000000007,0.7759999999999989,2.8290000000000024,0.3000000000000005,0.21699999999999975
Jerami Grant,20.324999999999992,2.4020000000000037,4.482000000000001,0.7489999999999989,0.8759999999999987
Andrew Bogut,4.821000000000005,1.6590000000000023,6.246000000000001,0.5820000000000008,1.621999999999997
Charlie Villanueva,5.688000000000005,0.42799999999999955,2.472000000000001,0.24399999999999994,0.22799999999999987
Ramon Sessions,9.27599999999999,2.7440000000000033,2.474000000000001,0.5480000000000005,0.09999999999999981
Alex Len,3.8309999999999955,0.29600000000000026,2.9629999999999983,0.10699999999999996,0.3659999999999996
Shane Larkin,6.200000000000001,3.0,2.300000000000004,1.200000000000002,0.09999999999999981
Tony Snell,7.932999999999997,1.2640000000000002,2.425,0.4630000000000003,0.2759999999999996
Tarik Black,6.0,0.7000000000000013,5.800000000000001,0.3000000000000005,0.39999999999999925
Otto Porter Jr.,6.323999999999993,1.6200000000000012,3.6599999999999966,0.9010000000000008,0.3849999999999996
Kyle Singler,6.0,1.099999999999998,2.400000000000004,0.600000000000001,0.3000000000000005
Jonas Jerebko,2.382999999999999,0.700999999999999,2.1769999999999974,0.16899999999999996,0.09299999999999989
Shaun Livingston,4.295,1.5450000000000017,1.6400000000000017,0.48499999999999993,0.23599999999999974
Quincy Acy,5.549999999999994,0.75,3.7999999999999936,0.4499999999999996,0.3499999999999998
Richard Jefferson,4.161999999999996,0.5229999999999998,1.7150000000000005,0.20299999999999993,0.16599999999999973
Spencer Hawes,3.600000000000003,0.600000000000001,3.199999999999994,0.19999999999999962,0.39999999999999925
Vince Carter,6.275,0.9359999999999986,2.517999999999998,0.44599999999999956,0.34899999999999953
Kirk Hinrich,5.6999999999999975,2.199999999999996,1.8000000000000016,0.7000000000000013,0.19999999999999962
Pero Antic,5.6999999999999975,0.7999999999999985,3.0,0.3000000000000005,0.19999999999999962
Al-Farouq Aminu,8.260999999999994,1.3559999999999988,6.580999999999996,0.7239999999999999,0.6340000000000009
Cole Aldrich,2.7639999999999976,0.5439999999999992,3.200000000000001,0.4959999999999992,0.5959999999999996
Chris Andersen,3.800000000000007,0.7999999999999985,7.79999999999999,0.5,0.7999999999999985
JaKarr Sampson,5.022000000000002,0.9119999999999999,3.146000000000005,0.45599999999999996,0.11
Kent Bazemore,7.687000000000004,1.5899999999999992,3.654999999999999,0.9989999999999999,0.53
Kosta Koufos,6.416000000000005,1.0100000000000018,6.130000000000008,0.6280000000000008,0.552
Dante Cunningham,2.0139999999999985,0.26000000000000006,1.8389999999999993,0.14300000000000007,0.088
James Ennis III,7.177,1.1650000000000014,5.226000000000004,0.8989999999999999,0.37099999999999944
Joe Ingles,2.6819999999999977,1.8189999999999984,1.979000000000003,0.5419999999999995,0.019999999999999997
Lavoy Allen,0.4489999999999999,0.13000000000000006,1.292000000000001,0.06800000000000002,0.07500000000000004
Dante Exum,3.03,0.8479999999999995,1.0860000000000014,0.19799999999999973,0.10799999999999979
Matthew Dellavedova,3.0740000000000016,3.051999999999995,1.2639999999999987,0.37599999999999945,0.0
Bismack Biyombo,3.9039999999999977,0.8399999999999992,3.8869999999999982,0.10200000000000004,1.2979999999999996
Jon Leuer,8.946000000000012,1.3240000000000003,4.937999999999994,0.3779999999999994,0.2560000000000004
Nik Stauskas,5.64499999999999,1.1730000000000018,1.7420000000000022,0.3150000000000005,0.1439999999999998
Ian Mahinmi,5.323000000000003,0.4050000000000003,3.1950000000000056,0.6580000000000008,0.8169999999999986
Steve Blake,3.1820000000000004,2.716,1.0160000000000011,0.25799999999999984,0.13999999999999976
Justin Holiday,3.4859999999999998,0.6039999999999996,1.556,0.5660000000000003,0.09500000000000003
Nick Calathes,3.300000000000006,1.599999999999997,1.599999999999997,0.9000000000000008,0.09999999999999981
Nick Collison,2.099999999999996,0.9000000000000008,2.9000000000000004,0.3000000000000005,0.3000000000000005
Pablo Prigioni,1.0629999999999995,1.7090000000000023,0.7929999999999997,0.30899999999999983,0.0
Luke Babbitt,4.800000000000008,0.5,2.099999999999996,0.3000000000000005,0.19999999999999962
Miles Plumlee,5.100000000000009,0.3000000000000005,3.800000000000007,0.3000000000000005,0.7999999999999985
Glen Davis,2.9000000000000004,0.19999999999999962,1.9000000000000035,0.39999999999999925,0.39999999999999925
Hedo Turkoglu,3.699999999999993,0.600000000000001,1.599999999999997,0.3000000000000005,0.09999999999999981
Matt Bonner,3.699999999999993,0.7000000000000013,1.599999999999997,0.09999999999999981,0.19999999999999962
Dewayne Dedmon,4.012000000000007,0.4009999999999995,3.365,0.12999999999999984,0.2719999999999998
Tyler Hansbrough,1.2999999999999983,0.7999999999999985,1.5,0.5,0.3000000000000005
Andre Roberson,9.620000000000012,1.4939999999999998,5.862000000000003,2.0190000000000037,2.6390000000000016
Derrick Rose,18.849000000000025,4.936999999999998,3.9220000000000015,0.5309999999999997,0.23199999999999982
Dwight Howard,6.893000000000003,0.6840000000000002,6.545999999999993,0.5500000000000003,0.6820000000000002
Patty Mills,7.0989999999999975,0.9809999999999995,1.3320000000000007,0.29599999999999993,0.18700000000000014
Meyers Leonard,5.984999999999989,1.1710000000000012,3.749000000000003,0.19099999999999967,0.20200000000000007
Jrue Holiday,14.223999999999998,6.019000000000001,4.411999999999996,1.170000000000001,0.5959999999999998
Festus Ezeli,4.0,0.3000000000000005,2.699999999999995,0.0,0.3000000000000005
Clint Capela,11.639000000000001,1.127000000000002,10.896000000000004,0.6520000000000007,1.4579999999999995
Dahntay Jones,0.39999999999999925,0.0,0.09999999999999981,0.19999999999999962,0.0
Kevin Durant,26.759000000000015,3.865000000000005,6.693,0.6030000000000002,1.446
Paul George,20.450000000000003,4.457000000000005,6.477000000000001,1.3270000000000004,0.4869999999999999
Carmelo Anthony,13.628999999999992,1.1929999999999998,4.183999999999996,0.709000000000001,0.7059999999999992
Karl-Anthony Towns,19.469999999999978,2.534999999999997,9.345,0.7579999999999995,0.49400000000000027
Rodney Hood,5.657999999999996,1.0189999999999997,2.016000000000002,0.3959999999999995,0.11299999999999986
Kristaps Porzingis,21.264000000000006,2.2999999999999976,8.02399999999999,0.836000000000001,1.6520000000000001
Hassan Whiteside,4.067000000000004,0.14200000000000007,6.137000000000003,0.30400000000000044,1.534
Jabari Parker,10.136000000000001,0.9550000000000004,4.430000000000006,0.21799999999999986,0.7049999999999992
Darren Collison,11.959999999999997,4.306,2.9299999999999993,0.698,0.02600000000000001
Devin Booker,27.98199999999998,6.203999999999999,3.782000000000004,1.5150000000000003,0.3759999999999999
